,X_axis,Y_axis
0,0,0.0
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
5,5,0.0
6,6,0.0
7,7,0.0
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.0
12,12,0.0
13,13,0.0
14,14,0.0
15,15,0.0
16,16,0.0
17,17,0.0
18,18,0.0
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
23,23,0.0
24,24,0.0
25,25,0.0
26,26,0.0
27,27,0.0
28,28,0.0
29,29,0.0
30,30,0.0
31,31,0.0
32,32,0.0
33,33,0.0
34,34,0.0
35,35,0.0
36,36,0.0
37,37,0.0
38,38,0.0
39,39,0.0
40,40,0.0
41,41,0.0
42,42,0.0
43,43,0.0
44,44,0.0
45,45,0.0
46,46,0.0
47,47,0.0
48,48,0.0
49,49,0.0
50,50,0.0
51,51,0.0
52,52,0.0
53,53,0.0
54,54,0.0
55,55,0.0
56,56,0.0
57,57,0.0
58,58,0.0
59,59,0.0
60,60,0.0
61,61,0.0
62,62,0.0
63,63,0.0
64,64,0.0
65,65,0.0
66,66,0.0
67,67,0.0
68,68,0.0
69,69,0.0
70,70,0.0
71,71,0.0
72,72,0.0
73,73,0.0
74,74,0.0
75,75,0.0
76,76,0.0
77,77,0.0
78,78,0.0
79,79,0.0
80,80,0.0
81,81,0.0
82,82,0.0
83,83,0.0
84,84,0.0
85,85,0.0
86,86,0.0
87,87,0.0
88,88,0.0
89,89,0.0
90,90,0.0
91,91,0.0
92,92,0.0
93,93,0.0
94,94,0.0
95,95,0.0
96,96,0.0
97,97,0.0
98,98,0.0
99,99,0.0
100,100,0.0
101,101,0.0
102,102,0.0
103,103,0.0
104,104,0.0
105,105,0.0
106,106,0.0
107,107,0.0
108,108,0.0
109,109,0.0
110,110,0.0
111,111,0.0
112,112,0.008849557522123894
113,113,0.008771929824561403
114,114,0.008695652173913044
115,115,0.008620689655172414
116,116,0.008547008547008548
117,117,0.00847457627118644
118,118,0.008403361344537815
119,119,0.008333333333333333
120,120,0.008264462809917356
121,121,0.00819672131147541
122,122,0.008130081300813009
123,123,0.008064516129032258
124,124,0.008
125,125,0.007936507936507936
126,126,0.007874015748031496
127,127,0.0078125
128,128,0.015503875968992248
129,129,0.015384615384615385
130,130,0.015267175572519083
131,131,0.015151515151515152
132,132,0.015037593984962405
133,133,0.014925373134328358
134,134,0.022222222222222223
135,135,0.022058823529411766
136,136,0.021897810218978103
137,137,0.021739130434782608
138,138,0.02158273381294964
139,139,0.02142857142857143
140,140,0.02127659574468085
141,141,0.02112676056338028
142,142,0.02097902097902098
143,143,0.020833333333333332
144,144,0.020689655172413793
145,145,0.02054794520547945
146,146,0.027210884353741496
147,147,0.02702702702702703
148,148,0.026845637583892617
149,149,0.02666666666666667
150,150,0.026490066225165563
151,151,0.02631578947368421
152,152,0.032679738562091505
153,153,0.032467532467532464
154,154,0.03225806451612903
155,155,0.03205128205128205
156,156,0.03184713375796178
157,157,0.03164556962025317
158,158,0.031446540880503145
159,159,0.03125
160,160,0.031055900621118012
161,161,0.030864197530864196
162,162,0.03067484662576687
163,163,0.03048780487804878
164,164,0.03636363636363636
165,165,0.03614457831325301
166,166,0.03592814371257485
167,167,0.03571428571428571
168,168,0.03550295857988166
169,169,0.03529411764705882
170,170,0.03508771929824561
171,171,0.03488372093023256
172,172,0.03468208092485549
173,173,0.034482758620689655
174,174,0.03428571428571429
175,175,0.03409090909090909
176,176,0.03389830508474576
177,177,0.033707865168539325
178,178,0.03910614525139665
179,179,0.03888888888888889
180,180,0.03867403314917127
181,181,0.038461538461538464
182,182,0.03825136612021858
183,183,0.03804347826086957
184,184,0.03783783783783784
185,185,0.03763440860215054
186,186,0.0374331550802139
187,187,0.03723404255319149
188,188,0.037037037037037035
189,189,0.03684210526315789
190,190,0.03664921465968586
191,191,0.041666666666666664
192,192,0.04145077720207254
193,193,0.041237113402061855
194,194,0.041025641025641026
195,195,0.04081632653061224
196,196,0.04060913705583756
197,197,0.04040404040404041
198,198,0.04020100502512563
199,199,0.04
200,200,0.03980099502487562
201,201,0.04455445544554455
202,202,0.04433497536945813
203,203,0.04411764705882353
204,204,0.04390243902439024
205,205,0.043689320388349516
206,206,0.043478260869565216
207,207,0.04326923076923077
208,208,0.0430622009569378
209,209,0.04285714285714286
210,210,0.04265402843601896
211,211,0.04245283018867924
212,212,0.04225352112676056
213,213,0.04205607476635514
214,214,0.04186046511627907
215,215,0.046296296296296294
216,216,0.04608294930875576
217,217,0.045871559633027525
218,218,0.045662100456621
219,219,0.045454545454545456
220,220,0.04524886877828054
221,221,0.04504504504504504
222,222,0.04484304932735426
223,223,0.044642857142857144
224,224,0.044444444444444446
225,225,0.04424778761061947
226,226,0.04405286343612335
227,227,0.043859649122807015
228,228,0.043668122270742356
229,229,0.043478260869565216
230,230,0.04329004329004329
231,231,0.04310344827586207
232,232,0.04291845493562232
233,233,0.042735042735042736
234,234,0.0425531914893617
235,235,0.0423728813559322
236,236,0.04219409282700422
237,237,0.04201680672268908
238,238,0.04184100418410042
239,239,0.041666666666666664
240,240,0.04149377593360996
241,241,0.04132231404958678
242,242,0.0411522633744856
243,243,0.040983606557377046
244,244,0.04081632653061224
245,245,0.04065040650406504
246,246,0.04048582995951417
247,247,0.04032258064516129
248,248,0.04417670682730924
249,249,0.044
250,250,0.043824701195219126
251,251,0.04365079365079365
252,252,0.043478260869565216
253,253,0.04330708661417323
254,254,0.043137254901960784
255,255,0.04296875
256,256,0.042801556420233464
257,257,0.04263565891472868
258,258,0.04247104247104247
259,259,0.04230769230769231
260,260,0.0421455938697318
261,261,0.04198473282442748
262,262,0.04182509505703422
263,263,0.041666666666666664
264,264,0.04150943396226415
265,265,0.041353383458646614
266,266,0.04119850187265917
267,267,0.041044776119402986
268,268,0.040892193308550186
269,269,0.040740740740740744
270,270,0.04059040590405904
271,271,0.04044117647058824
272,272,0.040293040293040296
273,273,0.040145985401459854
274,274,0.04727272727272727
275,275,0.050724637681159424
276,276,0.05415162454873646
277,277,0.0539568345323741
278,278,0.053763440860215055
279,279,0.05357142857142857
280,280,0.05338078291814947
281,281,0.05319148936170213
282,282,0.053003533568904596
283,283,0.0528169014084507
284,284,0.05263157894736842
285,285,0.05244755244755245
286,286,0.05226480836236934
287,287,0.052083333333333336
288,288,0.05190311418685121
289,289,0.05172413793103448
290,290,0.054982817869415807
291,291,0.0547945205479452
292,292,0.05460750853242321
293,293,0.05442176870748299
294,294,0.0576271186440678
295,295,0.057432432432432436
296,296,0.05723905723905724
297,297,0.05704697986577181
298,298,0.056856187290969896
299,299,0.056666666666666664
300,300,0.059800664451827246
301,301,0.059602649006622516
302,302,0.0594059405940594
303,303,0.05921052631578947
304,304,0.05901639344262295
305,305,0.058823529411764705
306,306,0.05863192182410423
307,307,0.05844155844155844
308,308,0.05825242718446602
309,309,0.05806451612903226
310,310,0.05787781350482315
311,311,0.057692307692307696
312,312,0.05750798722044728
313,313,0.05732484076433121
314,314,0.05714285714285714
315,315,0.056962025316455694
316,316,0.056782334384858045
317,317,0.05660377358490566
318,318,0.05956112852664577
319,319,0.059375
320,320,0.059190031152647975
321,321,0.059006211180124224
322,322,0.058823529411764705
323,323,0.05864197530864197
324,324,0.05846153846153846
325,325,0.05828220858895705
326,326,0.06116207951070336
327,327,0.06097560975609756
328,328,0.060790273556231005
329,329,0.06060606060606061
330,330,0.0634441087613293
331,331,0.06325301204819277
332,332,0.06306306306306306
333,333,0.06287425149700598
334,334,0.0626865671641791
335,335,0.0625
336,336,0.06231454005934718
337,337,0.0621301775147929
338,338,0.061946902654867256
339,339,0.061764705882352944
340,340,0.06158357771260997
341,341,0.06140350877192982
342,342,0.061224489795918366
343,343,0.061046511627906974
344,344,0.06086956521739131
345,345,0.06069364161849711
346,346,0.06051873198847262
347,347,0.0603448275862069
348,348,0.06017191977077364
349,349,0.06
350,350,0.05982905982905983
351,351,0.05965909090909091
352,352,0.059490084985835696
353,353,0.059322033898305086
354,354,0.059154929577464786
355,355,0.05898876404494382
356,356,0.058823529411764705
357,357,0.05865921787709497
358,358,0.0584958217270195
359,359,0.06111111111111111
360,360,0.060941828254847646
361,361,0.06077348066298342
362,362,0.06060606060606061
363,363,0.06043956043956044
364,364,0.06027397260273973
365,365,0.06284153005464481
366,366,0.06267029972752043
367,367,0.0625
368,368,0.06233062330623306
369,369,0.062162162162162166
370,370,0.06199460916442048
371,371,0.06451612903225806
372,372,0.064343163538874
373,373,0.06417112299465241
374,374,0.064
375,375,0.06382978723404255
376,376,0.0636604774535809
377,377,0.06349206349206349
378,378,0.0633245382585752
379,379,0.06315789473684211
380,380,0.06299212598425197
381,381,0.06282722513089005
382,382,0.06527415143603134
383,383,0.06510416666666667
384,384,0.06493506493506493
385,385,0.06476683937823834
386,386,0.06459948320413436
387,387,0.06443298969072164
388,388,0.06426735218508997
389,389,0.0641025641025641
390,390,0.06905370843989769
391,391,0.06887755102040816
392,392,0.06870229007633588
393,393,0.06852791878172589
394,394,0.06835443037974684
395,395,0.06818181818181818
396,396,0.06801007556675064
397,397,0.07035175879396985
398,398,0.07017543859649122
399,399,0.07
400,400,0.06982543640897755
401,401,0.06965174129353234
402,402,0.07196029776674938
403,403,0.07178217821782178
404,404,0.07160493827160494
405,405,0.07142857142857142
406,406,0.07125307125307126
407,407,0.07107843137254902
408,408,0.07090464547677261
409,409,0.07073170731707316
410,410,0.0705596107055961
411,411,0.0703883495145631
412,412,0.07021791767554479
413,413,0.07004830917874397
414,414,0.06987951807228916
415,415,0.06971153846153846
416,416,0.06954436450839328
417,417,0.06937799043062201
418,418,0.06921241050119331
419,419,0.06904761904761905
420,420,0.0688836104513064
421,421,0.06872037914691943
422,422,0.07092198581560284
423,423,0.07075471698113207
424,424,0.07058823529411765
425,425,0.07042253521126761
426,426,0.0702576112412178
427,427,0.07009345794392523
428,428,0.06993006993006994
429,429,0.06976744186046512
430,430,0.06960556844547564
431,431,0.06944444444444445
432,432,0.06928406466512702
433,433,0.06912442396313365
434,434,0.06896551724137931
435,435,0.07110091743119266
436,436,0.07093821510297482
437,437,0.07077625570776255
438,438,0.07289293849658314
439,439,0.07272727272727272
440,440,0.07482993197278912
441,441,0.0746606334841629
442,442,0.0744920993227991
443,443,0.07432432432432433
444,444,0.07415730337078652
445,445,0.07399103139013453
446,446,0.0738255033557047
447,447,0.07366071428571429
448,448,0.07349665924276169
449,449,0.07333333333333333
450,450,0.07317073170731707
451,451,0.07300884955752213
452,452,0.0728476821192053
453,453,0.07268722466960352
454,454,0.07252747252747253
455,455,0.07236842105263158
456,456,0.07221006564551423
457,457,0.07205240174672489
458,458,0.07407407407407407
459,459,0.07608695652173914
460,460,0.07592190889370933
461,461,0.07792207792207792
462,462,0.07775377969762419
463,463,0.07974137931034483
464,464,0.07956989247311828
465,465,0.07939914163090128
466,466,0.07922912205567452
467,467,0.07905982905982906
